doc_id,bow
124,"[(45, 1), (50, 1), (85, 2), (90, 1), (120, 2), (140, 1), (143, 3), (247, 1), (252, 2), (280, 1), (292, 1), (297, 1), (328, 1), (393, 2), (404, 1), (447, 1), (483, 1), (515, 1), (543, 1), (584, 1), (687, 1), (704, 3), (731, 1), (739, 1), (791, 1), (804, 1), (843, 1), (858, 5), (930, 2), (949, 3), (963, 3), (984, 1), (1028, 2), (1108, 2), (1163, 6), (1209, 1), (1218, 1), (1246, 1), (1309, 1), (1499, 1), (1535, 1), (1742, 1), (1868, 2), (1873, 1), (1892, 1), (1912, 1), (2018, 2), (2022, 2), (2025, 1), (2030, 1), (2076, 1), (2244, 1), (2438, 2), (2493, 1), (2603, 1), (2777, 1), (3038, 5), (3220, 1), (3228, 1), (3449, 2), (3638, 2), (3715, 4), (3806, 1), (3833, 2), (4057, 1), (4446, 1), (4540, 1), (4541, 1), (4542, 1), (4543, 1), (4544, 1), (4545, 1), (4546, 1), (4547, 1), (4548, 1), (4549, 1), (4550, 1), (4551, 1), (4552, 1), (4553, 1), (4554, 1), (4555, 1), (4556, 1), (4557, 2), (4558, 1), (4559, 1), (4560, 1), (4561, 1), (4562, 1), (4563, 1), (4564, 1), (4565, 1), (4566, 3), (4567, 1), (4568, 1), (4569, 1), (4570, 1), (4571, 1), (4572, 1), (4573, 1), (4574, 2), (4575, 1), (4576, 1), (4577, 1), (4578, 1), (4579, 1), (4580, 1), (4581, 1), (4582, 1), (4583, 1), (4584, 1), (4585, 2), (4586, 2), (4587, 3), (4588, 1), (4589, 1), (4590, 1), (4591, 1), (4592, 1), (4593, 1), (4594, 1), (4595, 1), (4596, 1), (4597, 1), (4598, 1), (4599, 1), (4600, 1), (4601, 1), (4602, 1), (4603, 1), (4604, 2), (4605, 1), (4606, 2), (4607, 1), (4608, 1), (4609, 2), (4610, 1), (4611, 1), (4612, 1), (4613, 1), (4614, 4), (4615, 1), (4616, 1), (4617, 1), (4618, 1), (4619, 1), (4620, 1), (4621, 1), (4622, 1), (4623, 3), (4624, 1), (4625, 1), (4626, 1), (4627, 1), (4628, 1), (4629, 2), (4630, 1), (4631, 1), (4632, 1), (4633, 1), (4634, 1), (4635, 1), (4636, 1), (4637, 1), (4638, 1), (4639, 1)]"
125,"[(32, 1), (75, 5), (80, 1), (94, 1), (100, 1), (116, 1), (124, 1), (172, 1), (202, 1), (258, 1), (280, 2), (295, 1), (297, 1), (332, 1), (447, 1), (497, 1), (515, 1), (669, 1), (717, 1), (741, 1), (829, 1), (905, 1), (931, 1), (997, 1), (1028, 1), (1066, 1), (1120, 1), (1124, 1), (1148, 1), (1165, 1), (1209, 1), (1246, 1), (1287, 3), (1348, 1), (1478, 1), (1526, 2), (1527, 1), (1532, 1), (1603, 1), (1673, 4), (1777, 1), (1795, 1), (1868, 1), (1960, 1), (2121, 1), (2142, 1), (2191, 1), (2204, 1), (2378, 1), (2419, 1), (2467, 2), (2754, 1), (2772, 1), (2828, 1), (2940, 1), (3047, 1), (3150, 1), (3200, 1), (3220, 1), (3258, 1), (3547, 3), (3740, 1), (4141, 1), (4156, 2), (4202, 5), (4325, 1), (4640, 1), (4641, 1), (4642, 1), (4643, 1), (4644, 1), (4645, 1), (4646, 1), (4647, 1), (4648, 1), (4649, 1), (4650, 1), (4651, 1), (4652, 6), (4653, 1), (4654, 1), (4655, 1), (4656, 1), (4657, 1), (4658, 1), (4659, 1), (4660, 1), (4661, 1), (4662, 1), (4663, 1), (4664, 1), (4665, 1), (4666, 1), (4667, 1), (4668, 1), (4669, 1), (4670, 1), (4671, 1), (4672, 1), (4673, 1), (4674, 1), (4675, 1), (4676, 1), (4677, 1), (4678, 1), (4679, 1), (4680, 1), (4681, 1), (4682, 1), (4683, 1), (4684, 1), (4685, 1), (4686, 1), (4687, 1), (4688, 1), (4689, 1), (4690, 1), (4691, 1), (4692, 1), (4693, 1), (4694, 1), (4695, 1), (4696, 1), (4697, 1), (4698, 1), (4699, 1), (4700, 1), (4701, 1), (4702, 1), (4703, 1)]"
126,"[(19, 1), (29, 2), (44, 2), (45, 2), (48, 1), (64, 1), (69, 2), (72, 1), (100, 1), (116, 1), (121, 1), (175, 1), (182, 1), (209, 1), (229, 1), (233, 1), (247, 2), (292, 1), (295, 1), (296, 1), (302, 1), (363, 1), (367, 1), (374, 2), (432, 1), (480, 1), (512, 3), (519, 1), (535, 3), (593, 2), (643, 2), (652, 2), (660, 1), (798, 3), (799, 1), (810, 2), (845, 1), (873, 1), (889, 1), (914, 1), (921, 1), (956, 1), (995, 1), (999, 1), (1148, 1), (1158, 1), (1165, 1), (1167, 1), (1168, 1), (1184, 1), (1188, 1), (1197, 1), (1270, 1), (1274, 1), (1275, 1), (1305, 1), (1327, 1), (1401, 3), (1406, 5), (1407, 1), (1408, 1), (1440, 1), (1454, 1), (1480, 1), (1537, 1), (1542, 3), (1609, 1), (1665, 1), (1754, 1), (1782, 1), (1973, 1), (2000, 2), (2020, 1), (2044, 2), (2126, 1), (2198, 1), (2238, 1), (2337, 1), (2418, 1), (2426, 1), (2472, 1), (2603, 1), (2758, 1), (2764, 2), (2776, 1), (2796, 1), (2906, 2), (2937, 1), (3026, 2), (3055, 3), (3078, 1), (3278, 2), (3292, 1), (3335, 1), (3340, 1), (3369, 1), (3395, 1), (3431, 1), (3715, 1), (3836, 1), (4257, 1), (4320, 1), (4399, 1), (4423, 1), (4473, 1), (4503, 1), (4511, 1), (4565, 1), (4704, 1), (4705, 1), (4706, 1), (4707, 1), (4708, 1), (4709, 1), (4710, 1), (4711, 1), (4712, 1), (4713, 1), (4714, 1), (4715, 1), (4716, 2), (4717, 1), (4718, 1), (4719, 1), (4720, 2), (4721, 1), (4722, 1), (4723, 1), (4724, 1), (4725, 2), (4726, 1), (4727, 2), (4728, 1), (4729, 1), (4730, 1), (4731, 1), (4732, 1), (4733, 1), (4734, 2), (4735, 1), (4736, 1), (4737, 1), (4738, 1), (4739, 1), (4740, 2)]"
127,"[(7, 1), (19, 1), (29, 1), (61, 1), (75, 1), (80, 1), (84, 1), (123, 1), (147, 1), (153, 1), (156, 1), (157, 1), (222, 1), (262, 1), (263, 1), (295, 1), (327, 1), (382, 1), (593, 1), (652, 1), (686, 1), (688, 1), (713, 1), (717, 1), (790, 1), (862, 1), (869, 1), (912, 1), (919, 1), (956, 1), (1024, 1), (1028, 1), (1099, 1), (1183, 1), (1280, 1), (1351, 1), (1362, 1), (1532, 1), (1535, 1), (1543, 1), (1675, 1), (1800, 1), (1881, 1), (2129, 1), (2269, 1), (2382, 1), (2496, 1), (2883, 1), (3689, 1), (3868, 1), (4459, 1), (4741, 1), (4742, 1), (4743, 1), (4744, 1), (4745, 1), (4746, 1), (4747, 1), (4748, 1), (4749, 1), (4750, 1), (4751, 1), (4752, 1), (4753, 1), (4754, 1), (4755, 1), (4756, 1), (4757, 1), (4758, 1)]"
128,"[(44, 1), (61, 1), (85, 1), (95, 2), (100, 2), (112, 1), (126, 1), (148, 1), (173, 1), (175, 1), (177, 3), (186, 1), (190, 1), (221, 1), (228, 1), (284, 1), (292, 2), (311, 2), (347, 2), (359, 1), (407, 3), (410, 1), (430, 1), (439, 1), (447, 2), (582, 1), (660, 1), (794, 1), (822, 1), (830, 1), (836, 1), (849, 2), (857, 2), (905, 1), (995, 1), (1034, 2), (1078, 1), (1122, 1), (1173, 1), (1181, 1), (1218, 1), (1290, 1), (1307, 3), (1332, 1), (1378, 1), (1441, 1), (1455, 2), (1589, 1), (1686, 1), (1699, 1), (1718, 1), (1883, 1), (1908, 1), (1915, 1), (1937, 1), (2332, 1), (2494, 2), (2497, 1), (2498, 2), (2505, 1), (2508, 1), (2574, 2), (2759, 1), (2771, 1), (2808, 1), (2981, 1), (2986, 1), (3142, 1), (3202, 1), (3410, 1), (3448, 1), (3588, 1), (3784, 1), (3868, 1), (3878, 1), (4174, 1), (4287, 1), (4358, 1), (4725, 1), (4759, 2), (4760, 2), (4761, 1), (4762, 1), (4763, 6), (4764, 1), (4765, 1), (4766, 1), (4767, 1), (4768, 1), (4769, 1), (4770, 1), (4771, 1), (4772, 1), (4773, 1), (4774, 1), (4775, 1), (4776, 1), (4777, 1), (4778, 1), (4779, 1), (4780, 1), (4781, 1), (4782, 1), (4783, 1)]"
129,"[(29, 1), (69, 1), (89, 1), (121, 1), (176, 1), (178, 1), (240, 1), (333, 1), (384, 1), (407, 1), (438, 1), (447, 1), (494, 1), (515, 1), (655, 1), (669, 1), (732, 1), (779, 1), (789, 1), (793, 1), (995, 1), (1186, 1), (1229, 1), (1386, 1), (1407, 1), (1426, 1), (1433, 1), (1519, 1), (1531, 2), (1580, 1), (1587, 1), (1850, 1), (3127, 1), (3428, 1), (3473, 1), (3931, 4), (4784, 1), (4785, 1), (4786, 1), (4787, 1), (4788, 1), (4789, 1), (4790, 1), (4791, 1), (4792, 1), (4793, 2), (4794, 1), (4795, 1)]"
130,"[(17, 1), (116, 1), (117, 1), (132, 1), (176, 1), (252, 1), (272, 1), (280, 1), (346, 1), (416, 1), (462, 1), (483, 2), (524, 1), (532, 1), (649, 1), (669, 1), (779, 1), (793, 2), (931, 1), (960, 1), (1176, 1), (1309, 2), (1406, 2), (1468, 1), (2400, 1), (2468, 1), (2603, 1), (2630, 1), (2930, 1), (3409, 3), (3462, 2), (3473, 1), (3729, 1), (4114, 2), (4312, 1), (4515, 1), (4796, 1), (4797, 1), (4798, 1), (4799, 1), (4800, 1), (4801, 1), (4802, 1), (4803, 7), (4804, 1), (4805, 1), (4806, 1), (4807, 1), (4808, 2), (4809, 1), (4810, 1), (4811, 1), (4812, 1), (4813, 1), (4814, 1), (4815, 1), (4816, 1)]"
131,"[(31, 1), (35, 1), (44, 1), (70, 1), (89, 3), (90, 1), (114, 1), (118, 1), (156, 1), (160, 1), (167, 1), (176, 1), (182, 4), (202, 1), (203, 2), (207, 3), (208, 1), (251, 1), (346, 1), (371, 1), (418, 1), (448, 1), (512, 1), (537, 2), (660, 3), (668, 2), (789, 2), (793, 1), (794, 1), (857, 3), (879, 1), (928, 1), (949, 1), (988, 1), (1073, 1), (1133, 1), (1140, 1), (1255, 1), (1274, 1), (1284, 5), (1434, 1), (1537, 1), (1588, 1), (1657, 1), (1870, 1), (1878, 1), (2163, 3), (2343, 3), (2351, 2), (2702, 1), (2726, 1), (2777, 1), (3662, 1), (3846, 1), (3863, 2), (3898, 1), (4292, 1), (4413, 1), (4748, 1), (4817, 11), (4818, 2), (4819, 6), (4820, 1), (4821, 1), (4822, 1), (4823, 1), (4824, 1), (4825, 1), (4826, 1), (4827, 1), (4828, 1), (4829, 1), (4830, 1), (4831, 1), (4832, 1), (4833, 1), (4834, 1), (4835, 4), (4836, 1), (4837, 1), (4838, 1), (4839, 1), (4840, 3), (4841, 2), (4842, 1), (4843, 1), (4844, 1), (4845, 1), (4846, 1), (4847, 1)]"
132,"[(29, 2), (44, 2), (184, 1), (196, 1), (222, 2), (280, 1), (408, 1), (429, 1), (430, 1), (442, 1), (447, 1), (460, 1), (461, 2), (465, 1), (469, 2), (529, 1), (535, 2), (539, 1), (558, 2), (583, 2), (662, 1), (764, 1), (770, 1), (771, 1), (794, 1), (820, 1), (892, 1), (905, 1), (927, 1), (954, 1), (986, 2), (1001, 1), (1016, 2), (1044, 1), (1052, 1), (1108, 1), (1124, 1), (1229, 4), (1240, 2), (1244, 2), (1245, 5), (1297, 1), (1452, 1), (1472, 1), (1492, 1), (1695, 1), (1749, 1), (1801, 1), (1805, 1), (1866, 2), (1877, 1), (1923, 1), (2007, 1), (2145, 1), (2249, 1), (2306, 1), (2440, 1), (2444, 1), (2877, 1), (2889, 1), (2958, 1), (2975, 1), (3044, 2), (3081, 1), (3153, 3), (3378, 1), (3611, 1), (3690, 1), (3729, 2), (4112, 6), (4151, 1), (4369, 1), (4848, 1), (4849, 1), (4850, 1), (4851, 1), (4852, 1), (4853, 1), (4854, 1), (4855, 2), (4856, 1), (4857, 1), (4858, 2), (4859, 1), (4860, 1), (4861, 2), (4862, 1), (4863, 1), (4864, 1), (4865, 1), (4866, 1), (4867, 1), (4868, 1), (4869, 1)]"
133,"[(5, 1), (17, 1), (66, 1), (72, 3), (86, 1), (94, 2), (100, 1), (120, 1), (139, 2), (163, 2), (166, 1), (178, 1), (189, 1), (192, 1), (201, 1), (215, 1), (255, 1), (262, 1), (289, 1), (292, 2), (297, 1), (331, 2), (348, 1), (372, 1), (416, 1), (429, 1), (459, 1), (465, 2), (517, 1), (531, 1), (535, 1), (567, 1), (572, 1), (579, 1), (617, 1), (670, 1), (718, 1), (720, 1), (755, 1), (762, 1), (813, 1), (819, 2), (838, 1), (857, 2), (862, 1), (888, 1), (989, 1), (1105, 1), (1117, 2), (1174, 1), (1186, 1), (1263, 1), (1415, 2), (1470, 1), (1550, 1), (1631, 2), (1674, 1), (1689, 3), (1848, 2), (1910, 1), (2112, 1), (2126, 1), (2148, 1), (2210, 1), (2522, 1), (2566, 2), (2785, 3), (2797, 1), (2812, 1), (2888, 1), (2990, 1), (3062, 1), (3210, 1), (3388, 1), (3588, 1), (3725, 1), (3872, 1), (4437, 1), (4870, 1), (4871, 1), (4872, 1), (4873, 1), (4874, 2), (4875, 3), (4876, 1), (4877, 1), (4878, 1), (4879, 1), (4880, 1), (4881, 1), (4882, 1), (4883, 2), (4884, 1), (4885, 1), (4886, 1), (4887, 2), (4888, 1), (4889, 1), (4890, 1), (4891, 2), (4892, 1), (4893, 1), (4894, 2), (4895, 1), (4896, 1), (4897, 1), (4898, 1), (4899, 3), (4900, 1), (4901, 1), (4902, 1), (4903, 1)]"
134,"[(6, 2), (12, 1), (47, 1), (63, 7), (69, 5), (72, 9), (104, 1), (126, 1), (148, 2), (163, 1), (169, 2), (176, 1), (178, 2), (200, 1), (227, 1), (232, 2), (289, 1), (309, 1), (327, 1), (359, 1), (404, 1), (416, 3), (422, 2), (433, 1), (447, 2), (456, 1), (458, 2), (468, 1), (503, 7), (512, 1), (617, 1), (627, 3), (647, 1), (654, 1), (659, 1), (680, 1), (686, 2), (770, 2), (791, 1), (826, 7), (888, 1), (917, 1), (1098, 1), (1168, 3), (1178, 1), (1217, 1), (1227, 2), (1252, 1), (1263, 2), (1274, 2), (1431, 1), (1494, 1), (1522, 1), (1532, 1), (1636, 1), (1686, 1), (1725, 1), (1795, 1), (1843, 1), (1848, 1), (1867, 1), (1868, 2), (1877, 1), (1938, 1), (1943, 1), (2000, 1), (2018, 1), (2189, 1), (2302, 1), (2390, 1), (2435, 1), (2545, 1), (2557, 1), (2559, 1), (2792, 1), (3026, 1), (3153, 3), (3180, 1), (3204, 2), (3214, 9), (3383, 1), (3638, 2), (3675, 1), (3676, 3), (3689, 2), (4044, 1), (4057, 4), (4362, 1), (4825, 2), (4904, 1), (4905, 1), (4906, 1), (4907, 1), (4908, 1), (4909, 1), (4910, 1), (4911, 1), (4912, 1), (4913, 1), (4914, 1), (4915, 3), (4916, 2), (4917, 1), (4918, 1), (4919, 6), (4920, 2), (4921, 1), (4922, 1), (4923, 1), (4924, 1), (4925, 1), (4926, 1), (4927, 1), (4928, 1), (4929, 1), (4930, 3), (4931, 1)]"
135,"[(44, 3), (72, 1), (75, 2), (90, 1), (98, 1), (104, 1), (146, 2), (167, 1), (174, 1), (176, 1), (201, 1), (220, 4), (274, 1), (288, 1), (315, 1), (319, 1), (331, 1), (353, 1), (354, 1), (371, 1), (380, 1), (386, 1), (388, 1), (400, 1), (404, 1), (408, 1), (426, 1), (427, 1), (428, 1), (447, 1), (450, 3), (453, 1), (461, 3), (502, 1), (503, 5), (644, 1), (696, 1), (759, 1), (760, 1), (770, 1), (779, 1), (837, 1), (913, 2), (927, 3), (928, 1), (995, 1), (1044, 1), (1186, 2), (1229, 3), (1282, 1), (1304, 5), (1342, 1), (1362, 1), (1422, 1), (1497, 1), (1685, 1), (1735, 1), (1782, 1), (1785, 1), (1887, 1), (1920, 1), (1960, 1), (2191, 1), (2355, 1), (2371, 2), (2455, 1), (2480, 1), (2518, 3), (2714, 1), (2809, 1), (2822, 1), (2854, 2), (2899, 1), (2929, 1), (2941, 1), (2973, 1), (3114, 1), (3214, 1), (3218, 1), (3436, 2), (3473, 1), (3570, 1), (3727, 1), (3763, 1), (3766, 1), (3781, 1), (3872, 1), (3886, 1), (4035, 1), (4049, 1), (4070, 4), (4101, 1), (4280, 1), (4356, 1), (4831, 1), (4889, 1), (4932, 1), (4933, 1), (4934, 2), (4935, 1), (4936, 1), (4937, 1), (4938, 1), (4939, 1), (4940, 1), (4941, 1), (4942, 1), (4943, 1), (4944, 1), (4945, 1), (4946, 1), (4947, 1), (4948, 1), (4949, 2), (4950, 1), (4951, 2), (4952, 1), (4953, 1), (4954, 1), (4955, 1), (4956, 1), (4957, 1)]"
136,"[(19, 2), (44, 4), (62, 1), (77, 1), (104, 1), (143, 1), (157, 2), (166, 1), (192, 1), (280, 1), (282, 1), (298, 1), (419, 1), (428, 1), (434, 2), (660, 1), (770, 1), (874, 1), (951, 1), (1001, 1), (1132, 1), (1158, 1), (1174, 1), (1229, 1), (1274, 1), (1353, 1), (1469, 2), (1472, 2), (1480, 1), (1671, 1), (1800, 1), (1910, 1), (2001, 1), (2035, 1), (2421, 1), (2479, 1), (2508, 1), (2751, 1), (2882, 1), (3374, 1), (3388, 1), (3475, 1), (3623, 1), (3855, 1), (3917, 1), (4048, 1), (4065, 2), (4319, 1), (4958, 1), (4959, 1), (4960, 1), (4961, 1), (4962, 1), (4963, 1), (4964, 1), (4965, 1), (4966, 1), (4967, 1), (4968, 1)]"
137,"[(72, 1), (75, 1), (196, 1), (222, 1), (280, 1), (393, 1), (405, 1), (434, 1), (515, 2), (518, 1), (533, 1), (539, 1), (744, 2), (810, 1), (820, 1), (1183, 1), (1297, 1), (1313, 1), (1351, 1), (1450, 1), (1471, 1), (1514, 1), (1624, 1), (1664, 1), (1716, 1), (1730, 1), (1908, 1), (1952, 1), (2131, 1), (2400, 1), (2764, 1), (2769, 1), (2833, 1), (2923, 1), (3277, 1), (3604, 1), (4147, 1), (4291, 3), (4754, 1), (4969, 2), (4970, 1), (4971, 1), (4972, 2), (4973, 1), (4974, 1), (4975, 1), (4976, 2), (4977, 1), (4978, 1), (4979, 1), (4980, 1), (4981, 1), (4982, 1), (4983, 1), (4984, 1)]"
138,"[(5, 1), (7, 1), (13, 1), (17, 1), (19, 3), (44, 1), (45, 1), (63, 1), (72, 1), (75, 3), (84, 3), (147, 1), (167, 1), (168, 1), (173, 1), (175, 2), (182, 1), (192, 1), (201, 1), (212, 1), (221, 1), (274, 1), (345, 1), (363, 2), (387, 1), (403, 1), (429, 1), (477, 1), (481, 1), (487, 1), (494, 1), (501, 1), (508, 1), (512, 1), (518, 1), (534, 1), (572, 1), (593, 4), (642, 1), (652, 1), (669, 1), (671, 1), (711, 2), (770, 2), (785, 1), (810, 1), (873, 2), (891, 1), (928, 2), (947, 1), (949, 1), (996, 1), (1006, 1), (1007, 2), (1011, 1), (1017, 1), (1035, 1), (1113, 2), (1156, 1), (1158, 4), (1218, 1), (1317, 1), (1351, 1), (1397, 2), (1404, 1), (1431, 1), (1440, 1), (1494, 1), (1555, 1), (1585, 1), (1670, 1), (1672, 1), (1677, 1), (1736, 1), (1884, 1), (1949, 1), (2389, 1), (2409, 1), (2410, 1), (2435, 1), (2559, 1), (2599, 2), (2831, 1), (2882, 1), (3011, 1), (3012, 1), (3307, 1), (3646, 4), (3708, 3), (3822, 1), (4048, 1), (4066, 1), (4863, 1), (4985, 1), (4986, 1), (4987, 1), (4988, 1), (4989, 1), (4990, 1), (4991, 1), (4992, 1), (4993, 1), (4994, 2), (4995, 1), (4996, 1), (4997, 2), (4998, 1), (4999, 1), (5000, 4), (5001, 1), (5002, 2)]"
139,"[(4, 1), (44, 1), (45, 1), (72, 3), (81, 1), (94, 1), (155, 1), (175, 3), (212, 1), (247, 1), (270, 1), (292, 1), (319, 1), (522, 1), (554, 1), (646, 1), (794, 1), (846, 1), (895, 1), (902, 1), (936, 1), (995, 1), (1015, 1), (1066, 2), (1218, 1), (1268, 1), (1376, 1), (1382, 1), (1394, 1), (1430, 1), (1549, 2), (1613, 1), (1623, 1), (1660, 1), (1679, 1), (1697, 1), (1725, 1), (1743, 1), (1815, 2), (1843, 1), (2764, 2), (2807, 2), (2853, 1), (3007, 1), (3015, 1), (3213, 2), (3311, 1), (3411, 1), (3438, 1), (3708, 2), (3726, 1), (4351, 1), (4856, 1), (4881, 1), (4986, 1), (4988, 1), (4999, 1), (5000, 1), (5003, 1), (5004, 1), (5005, 1), (5006, 1), (5007, 1), (5008, 1), (5009, 1), (5010, 2), (5011, 1), (5012, 1), (5013, 1), (5014, 1), (5015, 3), (5016, 1), (5017, 1), (5018, 1), (5019, 1)]"
140,"[(16, 2), (27, 1), (30, 2), (44, 1), (61, 1), (69, 1), (72, 1), (79, 1), (84, 1), (153, 1), (163, 1), (176, 1), (202, 3), (220, 1), (269, 2), (295, 2), (301, 1), (432, 1), (447, 1), (456, 1), (483, 2), (494, 1), (498, 1), (549, 1), (669, 1), (672, 1), (739, 1), (750, 1), (764, 1), (770, 1), (784, 1), (792, 1), (810, 3), (822, 1), (830, 1), (902, 3), (1011, 1), (1066, 1), (1268, 1), (1287, 1), (1434, 1), (1530, 1), (1660, 1), (1684, 1), (1690, 1), (1706, 1), (1764, 1), (1796, 1), (1801, 1), (1960, 2), (2008, 1), (2636, 1), (2840, 1), (2906, 1), (3291, 1), (4065, 2), (4401, 1), (4680, 1), (4863, 1), (4923, 1), (4958, 1), (5020, 1), (5021, 1), (5022, 1), (5023, 1), (5024, 1), (5025, 2), (5026, 1), (5027, 1), (5028, 1), (5029, 1), (5030, 1)]"
141,"[(5, 1), (29, 1), (72, 1), (75, 3), (91, 1), (128, 1), (143, 2), (160, 1), (165, 1), (175, 2), (182, 1), (184, 1), (188, 1), (220, 1), (229, 1), (295, 1), (363, 1), (371, 1), (477, 1), (483, 1), (497, 1), (507, 1), (514, 1), (533, 1), (539, 1), (543, 1), (660, 1), (717, 1), (739, 1), (778, 1), (779, 1), (793, 2), (810, 2), (889, 1), (953, 1), (960, 1), (983, 1), (1001, 1), (1149, 1), (1151, 1), (1209, 1), (1297, 1), (1312, 1), (1472, 1), (1500, 1), (1560, 1), (1598, 1), (1644, 1), (1677, 1), (1815, 1), (1835, 1), (1879, 1), (2096, 2), (2148, 1), (2157, 1), (2400, 2), (2410, 1), (2453, 1), (2518, 1), (2549, 1), (2559, 1), (2637, 1), (2639, 1), (2669, 3), (2828, 1), (2831, 1), (3199, 3), (3297, 1), (3311, 1), (3498, 1), (3636, 1), (4362, 1), (4826, 1), (4877, 1), (5026, 1), (5028, 1), (5031, 1), (5032, 1), (5033, 1), (5034, 1), (5035, 1), (5036, 1)]"
142,"[(45, 1), (50, 1), (69, 1), (81, 1), (163, 1), (175, 1), (196, 1), (222, 1), (404, 1), (506, 1), (642, 1), (763, 1), (895, 1), (905, 1), (940, 1), (969, 1), (995, 1), (1555, 1), (1968, 1), (2833, 1), (3467, 1), (5037, 1), (5038, 1), (5039, 1), (5040, 1)]"
143,"[(44, 1), (179, 1), (289, 1), (301, 1), (478, 1), (535, 1), (584, 1), (741, 3), (810, 1), (816, 4), (995, 1), (1065, 1), (1441, 1), (1664, 1), (1897, 1), (2457, 1), (2611, 1), (2831, 1), (4415, 1), (5041, 1), (5042, 1), (5043, 1), (5044, 1), (5045, 1), (5046, 1), (5047, 1), (5048, 2)]"
144,"[(5, 1), (45, 3), (85, 1), (90, 2), (121, 1), (146, 1), (148, 1), (173, 2), (175, 4), (192, 1), (193, 1), (195, 1), (258, 1), (281, 2), (289, 1), (296, 1), (315, 5), (322, 1), (325, 1), (344, 1), (359, 1), (366, 1), (371, 4), (381, 1), (385, 1), (401, 1), (414, 1), (427, 1), (472, 1), (621, 1), (710, 2), (739, 1), (752, 1), (763, 2), (810, 1), (816, 1), (838, 1), (873, 1), (876, 2), (949, 1), (1011, 1), (1146, 2), (1158, 1), (1165, 1), (1167, 1), (1226, 3), (1351, 1), (1377, 3), (1570, 1), (1690, 1), (1769, 2), (1966, 2), (2206, 1), (2364, 1), (2367, 1), (2482, 5), (2496, 1), (2539, 1), (2818, 1), (2886, 1), (2920, 1), (2935, 1), (3276, 1), (3308, 1), (3525, 1), (3584, 2), (3920, 1), (4131, 1), (4390, 1), (4482, 2), (4823, 1), (4999, 1), (5049, 1), (5050, 1), (5051, 1), (5052, 1), (5053, 1), (5054, 1), (5055, 1), (5056, 1), (5057, 1), (5058, 1), (5059, 1), (5060, 1), (5061, 1), (5062, 3), (5063, 1), (5064, 1), (5065, 1), (5066, 1), (5067, 1), (5068, 1), (5069, 1), (5070, 2), (5071, 1), (5072, 1), (5073, 1)]"
145,"[(45, 1), (89, 1), (221, 1), (247, 1), (293, 1), (363, 2), (389, 2), (427, 1), (477, 1), (660, 1), (671, 1), (771, 1), (1178, 1), (1274, 1), (1335, 1), (1351, 1), (1376, 1), (1584, 1), (1674, 1), (1690, 1), (1697, 1), (2165, 1), (2599, 1), (3014, 1), (3182, 1), (3402, 1), (3449, 1), (3638, 1), (3684, 1), (3726, 1), (3856, 1), (4988, 1), (5015, 1), (5074, 1), (5075, 2), (5076, 1), (5077, 1), (5078, 1), (5079, 1), (5080, 1), (5081, 1)]"
146,"[(116, 1), (121, 1), (146, 1), (169, 1), (174, 1), (175, 1), (177, 1), (201, 1), (212, 1), (258, 1), (294, 1), (315, 1), (336, 1), (357, 1), (400, 1), (401, 1), (404, 1), (430, 1), (452, 1), (456, 1), (517, 1), (652, 1), (765, 1), (810, 1), (818, 1), (830, 1), (863, 1), (1162, 1), (1172, 1), (1209, 1), (1297, 1), (1317, 1), (1405, 2), (1431, 1), (1455, 1), (1456, 1), (1535, 1), (1550, 1), (1589, 1), (1850, 1), (2497, 1), (2599, 1), (2702, 1), (2754, 2), (2831, 1), (2926, 1), (3020, 2), (3210, 1), (3315, 1), (3398, 1), (3543, 1), (3856, 1), (3872, 1), (4008, 1), (4049, 3), (4375, 1), (4428, 1), (4642, 1), (4774, 1), (4808, 1), (5013, 1), (5048, 1), (5070, 2), (5082, 1), (5083, 1), (5084, 1), (5085, 1), (5086, 1), (5087, 1), (5088, 1), (5089, 1), (5090, 1), (5091, 2), (5092, 1), (5093, 1)]"
147,"[(13, 1), (61, 1), (62, 2), (94, 1), (100, 1), (255, 1), (302, 1), (440, 1), (442, 1), (450, 1), (518, 1), (539, 1), (717, 1), (753, 1), (771, 1), (794, 1), (798, 4), (810, 3), (816, 1), (914, 1), (1186, 1), (1440, 1), (1508, 1), (1550, 1), (1580, 1), (1764, 1), (1877, 1), (1987, 1), (2044, 2), (2169, 1), (2202, 1), (2232, 1), (2482, 2), (2559, 2), (2679, 1), (3047, 1), (3214, 1), (3222, 1), (3246, 4), (3247, 1), (3278, 4), (3335, 1), (3457, 1), (4021, 1), (4044, 1), (5031, 1), (5094, 1), (5095, 1), (5096, 3), (5097, 1), (5098, 3), (5099, 1), (5100, 2), (5101, 1)]"
148,"[(13, 1), (115, 1), (140, 1), (147, 1), (163, 1), (175, 1), (460, 1), (461, 1), (569, 1), (643, 1), (673, 1), (810, 1), (823, 1), (888, 1), (913, 1), (990, 1), (1044, 1), (1172, 1), (1220, 2), (1249, 1), (1282, 1), (1527, 1), (1532, 1), (3322, 1), (3836, 1), (3996, 1), (4883, 1)]"
