doc_id,bow
0,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 2), (5, 1), (6, 1), (7, 1), (8, 2), (9, 1), (10, 1), (11, 1), (12, 1), (13, 2), (14, 1), (15, 2), (16, 1), (17, 2), (18, 1), (19, 2), (20, 3), (21, 1), (22, 3), (23, 3), (24, 1), (25, 1), (26, 1), (27, 1), (28, 3), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 2), (36, 1), (37, 1), (38, 1), (39, 1), (40, 3), (41, 1), (42, 2), (43, 1), (44, 1), (45, 1), (46, 2), (47, 1), (48, 1), (49, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 2), (58, 4), (59, 1), (60, 1), (61, 1), (62, 1), (63, 2), (64, 2), (65, 2), (66, 1), (67, 2), (68, 1), (69, 1), (70, 1), (71, 1), (72, 2), (73, 1), (74, 1), (75, 1), (76, 2), (77, 1), (78, 2), (79, 2), (80, 1), (81, 1), (82, 2), (83, 1), (84, 1), (85, 1), (86, 1), (87, 1), (88, 3), (89, 1), (90, 1), (91, 1), (92, 1), (93, 1), (94, 1), (95, 2), (96, 2), (97, 1), (98, 1), (99, 1), (100, 1), (101, 1), (102, 3), (103, 1), (104, 1), (105, 1), (106, 1), (107, 1), (108, 2), (109, 1), (110, 1), (111, 3), (112, 3), (113, 1), (114, 1), (115, 2), (116, 1), (117, 2), (118, 1), (119, 1), (120, 2), (121, 2), (122, 5), (123, 1), (124, 1), (125, 3), (126, 1), (127, 1), (128, 1), (129, 1), (130, 1), (131, 1), (132, 1), (133, 3), (134, 1), (135, 1), (136, 2), (137, 2), (138, 1), (139, 2), (140, 1), (141, 1), (142, 3), (143, 2), (144, 3), (145, 6), (146, 1), (147, 1), (148, 1), (149, 1), (150, 1), (151, 1), (152, 1), (153, 1), (154, 1), (155, 2), (156, 1), (157, 1), (158, 1), (159, 1), (160, 1), (161, 1), (162, 1), (163, 2), (164, 5), (165, 1), (166, 1), (167, 2), (168, 1), (169, 2), (170, 1), (171, 1), (172, 1), (173, 2), (174, 1), (175, 4), (176, 1), (177, 1), (178, 1), (179, 2), (180, 1), (181, 1), (182, 1), (183, 1), (184, 3), (185, 1), (186, 2), (187, 1), (188, 1), (189, 3), (190, 2), (191, 1), (192, 1), (193, 1), (194, 2), (195, 2), (196, 2), (197, 1), (198, 2), (199, 1), (200, 1), (201, 1), (202, 1), (203, 1), (204, 1), (205, 1), (206, 4), (207, 1), (208, 8), (209, 3), (210, 1), (211, 2), (212, 1), (213, 1), (214, 1), (215, 1), (216, 1), (217, 2), (218, 1), (219, 1), (220, 9), (221, 1), (222, 1), (223, 1), (224, 1), (225, 1), (226, 1), (227, 1), (228, 1), (229, 1), (230, 1), (231, 1), (232, 3), (233, 4), (234, 5), (235, 2), (236, 1), (237, 2), (238, 2), (239, 1), (240, 1), (241, 1), (242, 1), (243, 2), (244, 1), (245, 5), (246, 1), (247, 1), (248, 1), (249, 1), (250, 1), (251, 1), (252, 2), (253, 1), (254, 7), (255, 1), (256, 1), (257, 1), (258, 1), (259, 1), (260, 7), (261, 2), (262, 1), (263, 1), (264, 2), (265, 2), (266, 1), (267, 2), (268, 1), (269, 1), (270, 1), (271, 1), (272, 2), (273, 1), (274, 2), (275, 1), (276, 1), (277, 1), (278, 1), (279, 1), (280, 1), (281, 1), (282, 1), (283, 1), (284, 2), (285, 1), (286, 1), (287, 1), (288, 1), (289, 1), (290, 1), (291, 1), (292, 2), (293, 1), (294, 1), (295, 1), (296, 5), (297, 1), (298, 2), (299, 2), (300, 1), (301, 1), (302, 1), (303, 1), (304, 2), (305, 1), (306, 1), (307, 1), (308, 1), (309, 2), (310, 1), (311, 1), (312, 3), (313, 1), (314, 1), (315, 5), (316, 1), (317, 1), (318, 1), (319, 1), (320, 2), (321, 1), (322, 1), (323, 1), (324, 1), (325, 1), (326, 1), (327, 1), (328, 1), (329, 1), (330, 1), (331, 1), (332, 1), (333, 1), (334, 1), (335, 1), (336, 1), (337, 1), (338, 1), (339, 1), (340, 1), (341, 1), (342, 1), (343, 1), (344, 1), (345, 1), (346, 1), (347, 1), (348, 1), (349, 1), (350, 1), (351, 10), (352, 1), (353, 1), (354, 1), (355, 2), (356, 1), (357, 1), (358, 2), (359, 2), (360, 1), (361, 1), (362, 1), (363, 3), (364, 1), (365, 1), (366, 1), (367, 2), (368, 1), (369, 1), (370, 1), (371, 1), (372, 1), (373, 1), (374, 1), (375, 1), (376, 1), (377, 1), (378, 1), (379, 1), (380, 3), (381, 1), (382, 1), (383, 1), (384, 1), (385, 2), (386, 1), (387, 1), (388, 1), (389, 1), (390, 1), (391, 1), (392, 2), (393, 1), (394, 2), (395, 1), (396, 1), (397, 2), (398, 1), (399, 2), (400, 1), (401, 1), (402, 1), (403, 1), (404, 1), (405, 1), (406, 2), (407, 5), (408, 2), (409, 1), (410, 2), (411, 1), (412, 1), (413, 1), (414, 1), (415, 1), (416, 3), (417, 1), (418, 1), (419, 2), (420, 6), (421, 3), (422, 1), (423, 3), (424, 1), (425, 1), (426, 3), (427, 1), (428, 1), (429, 2), (430, 1), (431, 1), (432, 2), (433, 1), (434, 1), (435, 1), (436, 1), (437, 1), (438, 6), (439, 1), (440, 1), (441, 1), (442, 1), (443, 1), (444, 2), (445, 1), (446, 3), (447, 1), (448, 1), (449, 2), (450, 1), (451, 1), (452, 1), (453, 1), (454, 1), (455, 1), (456, 5), (457, 3), (458, 1), (459, 2), (460, 2), (461, 1), (462, 4), (463, 1), (464, 1), (465, 1), (466, 3), (467, 2), (468, 1), (469, 2), (470, 1), (471, 2), (472, 1), (473, 1), (474, 1), (475, 2), (476, 1), (477, 1), (478, 1), (479, 1), (480, 1), (481, 1), (482, 1), (483, 1), (484, 1), (485, 1), (486, 4), (487, 1), (488, 1), (489, 2), (490, 1), (491, 1), (492, 1), (493, 1), (494, 1), (495, 1), (496, 1), (497, 1), (498, 1), (499, 1), (500, 2), (501, 1), (502, 2), (503, 4), (504, 2), (505, 5), (506, 1), (507, 2), (508, 1), (509, 2), (510, 1), (511, 1), (512, 2), (513, 1), (514, 2), (515, 2), (516, 1), (517, 1), (518, 1), (519, 1), (520, 1), (521, 1), (522, 1)]"
1,"[(0, 1), (1, 1), (5, 1), (6, 1), (8, 1), (13, 1), (15, 1), (19, 3), (20, 2), (23, 2), (27, 1), (28, 2), (31, 3), (33, 15), (38, 2), (40, 1), (46, 1), (53, 1), (57, 2), (58, 2), (60, 2), (65, 1), (68, 1), (70, 1), (80, 1), (82, 2), (83, 1), (85, 2), (86, 3), (91, 1), (96, 2), (97, 1), (102, 2), (106, 3), (108, 2), (109, 1), (111, 3), (112, 1), (118, 1), (120, 1), (122, 5), (123, 1), (132, 1), (133, 1), (136, 1), (137, 1), (138, 1), (142, 1), (144, 5), (145, 3), (153, 2), (157, 1), (158, 1), (160, 1), (163, 1), (164, 5), (169, 12), (170, 2), (171, 1), (174, 10), (175, 7), (177, 1), (179, 2), (180, 1), (182, 3), (185, 1), (187, 1), (189, 1), (190, 1), (195, 1), (198, 1), (208, 3), (220, 2), (221, 1), (223, 1), (233, 2), (238, 1), (240, 1), (241, 1), (244, 1), (245, 5), (252, 2), (254, 1), (258, 4), (260, 3), (261, 4), (262, 1), (264, 2), (273, 1), (274, 1), (280, 2), (283, 1), (286, 1), (289, 1), (290, 1), (291, 1), (295, 2), (296, 1), (300, 2), (301, 1), (302, 1), (303, 1), (308, 1), (309, 1), (315, 3), (320, 2), (321, 1), (331, 1), (344, 4), (349, 1), (351, 8), (355, 1), (358, 1), (359, 2), (360, 2), (363, 1), (365, 1), (366, 1), (370, 1), (373, 1), (374, 1), (383, 1), (384, 1), (385, 2), (388, 2), (389, 1), (391, 1), (393, 1), (394, 1), (397, 6), (398, 1), (399, 5), (400, 1), (401, 2), (407, 1), (409, 1), (411, 1), (412, 1), (416, 1), (418, 1), (419, 3), (420, 2), (421, 1), (422, 2), (426, 2), (430, 1), (433, 4), (437, 1), (438, 1), (440, 1), (441, 3), (445, 1), (456, 1), (461, 2), (462, 7), (464, 1), (469, 1), (481, 1), (482, 4), (498, 1), (500, 1), (503, 4), (505, 4), (506, 1), (508, 1), (515, 2), (518, 2), (519, 2), (521, 1), (523, 1), (524, 1), (525, 1), (526, 1), (527, 2), (528, 2), (529, 1), (530, 1), (531, 1), (532, 1), (533, 1), (534, 2), (535, 1), (536, 1), (537, 1), (538, 1), (539, 1), (540, 1), (541, 1), (542, 1), (543, 1), (544, 1), (545, 1), (546, 2), (547, 1), (548, 4), (549, 2), (550, 1), (551, 1), (552, 1), (553, 1), (554, 1), (555, 2), (556, 1), (557, 1), (558, 1), (559, 1), (560, 1), (561, 1), (562, 1), (563, 1), (564, 1), (565, 2), (566, 6), (567, 1), (568, 1), (569, 1), (570, 1), (571, 2), (572, 1), (573, 1), (574, 1), (575, 1), (576, 1), (577, 1), (578, 1), (579, 1), (580, 1), (581, 3), (582, 1), (583, 1), (584, 1), (585, 1), (586, 1), (587, 1), (588, 1), (589, 1), (590, 1), (591, 1), (592, 1), (593, 1), (594, 1), (595, 1), (596, 1), (597, 1), (598, 1), (599, 1), (600, 1), (601, 1), (602, 1), (603, 1), (604, 1), (605, 1), (606, 1), (607, 1), (608, 1), (609, 1), (610, 1), (611, 1), (612, 1), (613, 1), (614, 1), (615, 1), (616, 1), (617, 1), (618, 1), (619, 1), (620, 1), (621, 1), (622, 1), (623, 1), (624, 1), (625, 2), (626, 1), (627, 1), (628, 1), (629, 1), (630, 1), (631, 1), (632, 2), (633, 1), (634, 2), (635, 1), (636, 1), (637, 1), (638, 1), (639, 1), (640, 1), (641, 1), (642, 1), (643, 1), (644, 1), (645, 1), (646, 1), (647, 1), (648, 1), (649, 1), (650, 1), (651, 1), (652, 1), (653, 1), (654, 1), (655, 2), (656, 1), (657, 1), (658, 1), (659, 1), (660, 1), (661, 1), (662, 1), (663, 3), (664, 1), (665, 1), (666, 1), (667, 2), (668, 1), (669, 2), (670, 3), (671, 1), (672, 1), (673, 1), (674, 1), (675, 3), (676, 1), (677, 1), (678, 1), (679, 1), (680, 4), (681, 2), (682, 1), (683, 1), (684, 1), (685, 2), (686, 1), (687, 1), (688, 1), (689, 1), (690, 3), (691, 1), (692, 1), (693, 2), (694, 1), (695, 1), (696, 1), (697, 1), (698, 1), (699, 1), (700, 1), (701, 1), (702, 2), (703, 1), (704, 1), (705, 4), (706, 2), (707, 1), (708, 1), (709, 1), (710, 2), (711, 1), (712, 1), (713, 2), (714, 1), (715, 1), (716, 1), (717, 1), (718, 1), (719, 3), (720, 1), (721, 1), (722, 1), (723, 1), (724, 1), (725, 2), (726, 1), (727, 1), (728, 2), (729, 1), (730, 1), (731, 1), (732, 1), (733, 2), (734, 4), (735, 1), (736, 1), (737, 1), (738, 1), (739, 1), (740, 2), (741, 3), (742, 1), (743, 1), (744, 1), (745, 2), (746, 2), (747, 1), (748, 1), (749, 1), (750, 1), (751, 1), (752, 1), (753, 2), (754, 1), (755, 1), (756, 2), (757, 1), (758, 1), (759, 1), (760, 1), (761, 3), (762, 1), (763, 4), (764, 1), (765, 1), (766, 2), (767, 1), (768, 1), (769, 1), (770, 1), (771, 1), (772, 1), (773, 1), (774, 1), (775, 1), (776, 1), (777, 1), (778, 1), (779, 1), (780, 1), (781, 1), (782, 1), (783, 2), (784, 1), (785, 1), (786, 1), (787, 1), (788, 1), (789, 2), (790, 1), (791, 1), (792, 2), (793, 1), (794, 2), (795, 2), (796, 2), (797, 2), (798, 1), (799, 1), (800, 1), (801, 1), (802, 1), (803, 1), (804, 1), (805, 1), (806, 1), (807, 1), (808, 1), (809, 1), (810, 1), (811, 1), (812, 1), (813, 1), (814, 2), (815, 1), (816, 1), (817, 1), (818, 1), (819, 1), (820, 1), (821, 1), (822, 1), (823, 1), (824, 1), (825, 2), (826, 1), (827, 3), (828, 1), (829, 1), (830, 1), (831, 1), (832, 1), (833, 1), (834, 1), (835, 1), (836, 1), (837, 1), (838, 1), (839, 1), (840, 1), (841, 2), (842, 1), (843, 1), (844, 1), (845, 1), (846, 1), (847, 1), (848, 1), (849, 5), (850, 1), (851, 1), (852, 3), (853, 4)]"
2,"[(6, 1), (8, 1), (13, 1), (15, 1), (19, 2), (22, 1), (23, 1), (30, 1), (33, 3), (38, 1), (40, 1), (43, 2), (46, 1), (53, 1), (58, 1), (59, 1), (63, 1), (64, 1), (65, 3), (68, 3), (70, 2), (78, 1), (82, 1), (83, 1), (86, 1), (88, 1), (96, 1), (102, 1), (109, 1), (111, 1), (112, 3), (116, 1), (118, 1), (119, 1), (121, 1), (123, 1), (125, 1), (130, 1), (133, 1), (135, 2), (137, 1), (138, 1), (140, 1), (141, 1), (143, 1), (145, 1), (147, 1), (149, 1), (151, 1), (153, 1), (160, 2), (164, 3), (169, 2), (173, 1), (177, 1), (182, 1), (183, 1), (184, 1), (185, 2), (189, 1), (190, 1), (194, 2), (196, 1), (202, 1), (206, 1), (208, 4), (211, 1), (216, 1), (217, 2), (220, 2), (221, 2), (232, 1), (233, 1), (234, 2), (236, 1), (238, 1), (244, 1), (245, 4), (249, 1), (253, 2), (254, 1), (260, 2), (263, 1), (265, 2), (274, 1), (282, 1), (284, 1), (291, 1), (299, 1), (300, 1), (302, 1), (306, 1), (308, 2), (309, 1), (311, 1), (312, 1), (313, 1), (315, 1), (319, 1), (328, 1), (339, 1), (342, 1), (344, 1), (353, 1), (357, 1), (358, 1), (360, 1), (363, 2), (365, 4), (370, 1), (371, 1), (380, 2), (384, 1), (385, 1), (388, 1), (394, 1), (397, 3), (399, 1), (406, 1), (407, 2), (408, 1), (409, 1), (412, 2), (421, 2), (424, 1), (433, 1), (438, 2), (446, 1), (453, 1), (456, 1), (457, 1), (462, 2), (464, 1), (466, 1), (469, 2), (472, 1), (473, 1), (474, 1), (476, 1), (479, 1), (482, 1), (487, 1), (488, 1), (489, 1), (498, 1), (500, 1), (502, 2), (503, 1), (505, 2), (507, 2), (508, 1), (513, 1), (519, 1), (522, 1), (546, 2), (566, 1), (632, 1), (648, 1), (675, 1), (709, 1), (715, 1), (735, 1), (745, 1), (762, 1), (766, 1), (773, 1), (774, 1), (775, 1), (801, 1), (821, 1), (854, 1), (855, 1), (856, 1), (857, 1), (858, 1), (859, 1), (860, 1), (861, 1), (862, 1), (863, 1), (864, 1), (865, 1), (866, 1), (867, 1), (868, 1), (869, 1), (870, 2), (871, 1), (872, 1), (873, 1), (874, 1), (875, 1), (876, 1), (877, 1), (878, 1), (879, 2), (880, 1), (881, 1), (882, 1), (883, 1), (884, 1), (885, 1), (886, 1), (887, 1), (888, 1), (889, 1), (890, 2), (891, 1), (892, 1), (893, 1), (894, 1), (895, 1), (896, 1), (897, 1), (898, 1), (899, 1), (900, 1), (901, 1), (902, 1), (903, 1), (904, 1), (905, 1), (906, 1), (907, 1), (908, 1), (909, 1), (910, 1), (911, 1)]"
3,"[(0, 2), (8, 1), (19, 1), (22, 2), (23, 4), (27, 2), (28, 1), (40, 2), (41, 1), (51, 1), (58, 1), (63, 1), (64, 2), (71, 1), (72, 1), (77, 1), (78, 1), (88, 1), (95, 1), (96, 2), (102, 1), (112, 2), (116, 1), (118, 2), (121, 1), (122, 2), (123, 2), (125, 1), (144, 4), (145, 3), (156, 1), (157, 1), (160, 2), (164, 2), (174, 3), (175, 1), (182, 2), (184, 3), (185, 1), (190, 1), (195, 1), (196, 2), (206, 3), (208, 2), (210, 2), (211, 1), (220, 1), (224, 1), (234, 1), (235, 3), (236, 1), (238, 3), (240, 3), (241, 1), (242, 2), (249, 1), (253, 1), (254, 3), (256, 1), (258, 1), (260, 3), (261, 6), (262, 3), (263, 1), (264, 1), (265, 1), (273, 1), (278, 2), (284, 1), (287, 1), (291, 1), (295, 1), (303, 1), (312, 1), (315, 2), (320, 1), (321, 1), (326, 1), (328, 1), (330, 1), (347, 2), (351, 2), (356, 2), (358, 2), (359, 2), (362, 1), (363, 1), (387, 2), (389, 2), (391, 1), (397, 1), (398, 1), (402, 1), (406, 1), (407, 1), (408, 1), (411, 1), (412, 1), (426, 1), (429, 1), (438, 1), (445, 1), (446, 2), (448, 1), (456, 1), (458, 1), (460, 1), (462, 2), (471, 1), (475, 1), (500, 1), (505, 3), (507, 1), (509, 1), (512, 1), (515, 1), (517, 1), (521, 2), (522, 1), (537, 1), (540, 1), (546, 1), (549, 1), (561, 1), (577, 2), (612, 1), (616, 1), (620, 1), (621, 1), (624, 1), (630, 3), (633, 1), (634, 1), (635, 1), (642, 1), (661, 1), (666, 1), (670, 1), (677, 1), (700, 3), (704, 2), (715, 1), (717, 1), (718, 1), (734, 1), (735, 1), (737, 1), (746, 1), (766, 1), (772, 3), (778, 2), (779, 1), (784, 1), (792, 2), (820, 1), (827, 3), (834, 1), (840, 1), (848, 1), (853, 1), (866, 1), (879, 1), (887, 1), (890, 1), (898, 1), (906, 2), (912, 1), (913, 1), (914, 1), (915, 1), (916, 1), (917, 1), (918, 1), (919, 1), (920, 1), (921, 1), (922, 1), (923, 1), (924, 1), (925, 1), (926, 1), (927, 1), (928, 1), (929, 1), (930, 1), (931, 1), (932, 1), (933, 1), (934, 1), (935, 1), (936, 1), (937, 1), (938, 1), (939, 1), (940, 3), (941, 1), (942, 1), (943, 1), (944, 1), (945, 1), (946, 1), (947, 1), (948, 2), (949, 3), (950, 1), (951, 1), (952, 2), (953, 1), (954, 1), (955, 1), (956, 5), (957, 1), (958, 1), (959, 1), (960, 1), (961, 1), (962, 1), (963, 1), (964, 1), (965, 1), (966, 1), (967, 1), (968, 1), (969, 2), (970, 2), (971, 1), (972, 1), (973, 1), (974, 1), (975, 1), (976, 1), (977, 1), (978, 1), (979, 2), (980, 1), (981, 1), (982, 1), (983, 2), (984, 1), (985, 1), (986, 1), (987, 1), (988, 1), (989, 1), (990, 1), (991, 1), (992, 1), (993, 1), (994, 1), (995, 1), (996, 1), (997, 1), (998, 1), (999, 1), (1000, 1), (1001, 1), (1002, 1), (1003, 1), (1004, 8), (1005, 2), (1006, 1), (1007, 1), (1008, 1), (1009, 1), (1010, 1), (1011, 1), (1012, 1), (1013, 1), (1014, 1), (1015, 2), (1016, 1), (1017, 1), (1018, 3), (1019, 1), (1020, 1), (1021, 1), (1022, 1), (1023, 1), (1024, 1), (1025, 1), (1026, 1), (1027, 1), (1028, 1), (1029, 1), (1030, 2), (1031, 1), (1032, 1), (1033, 1), (1034, 1), (1035, 2), (1036, 1), (1037, 1), (1038, 1), (1039, 2), (1040, 1)]"
4,"[(15, 2), (19, 2), (20, 2), (22, 1), (23, 1), (26, 1), (28, 1), (33, 2), (44, 1), (63, 1), (70, 1), (75, 1), (78, 3), (82, 5), (117, 1), (122, 1), (139, 2), (144, 1), (145, 1), (146, 1), (160, 1), (163, 1), (164, 1), (172, 1), (174, 1), (184, 1), (185, 1), (192, 2), (195, 2), (196, 1), (198, 1), (205, 2), (208, 2), (220, 1), (231, 4), (233, 1), (238, 3), (240, 2), (249, 1), (252, 1), (254, 9), (257, 1), (261, 2), (262, 1), (263, 1), (264, 2), (286, 1), (290, 1), (291, 1), (296, 2), (300, 1), (303, 1), (312, 1), (326, 1), (331, 1), (341, 1), (351, 1), (355, 2), (363, 2), (385, 1), (397, 1), (399, 1), (407, 1), (410, 1), (418, 1), (419, 5), (420, 2), (421, 1), (424, 1), (429, 2), (430, 1), (438, 2), (454, 1), (456, 1), (462, 2), (466, 2), (471, 1), (499, 1), (502, 1), (505, 3), (512, 2), (513, 4), (515, 2), (518, 1), (521, 1), (537, 1), (557, 1), (561, 1), (573, 1), (576, 2), (593, 1), (614, 1), (632, 2), (655, 1), (658, 1), (669, 2), (671, 1), (677, 1), (702, 5), (704, 1), (710, 1), (715, 2), (721, 1), (728, 1), (731, 1), (734, 1), (735, 2), (737, 1), (738, 1), (746, 2), (755, 1), (767, 1), (784, 3), (791, 4), (822, 1), (827, 1), (840, 1), (846, 1), (857, 1), (878, 1), (879, 1), (887, 1), (897, 1), (903, 1), (923, 3), (948, 2), (961, 2), (968, 5), (973, 1), (997, 1), (1003, 1), (1015, 1), (1041, 1), (1042, 1), (1043, 1), (1044, 1), (1045, 1), (1046, 1), (1047, 2), (1048, 3), (1049, 1), (1050, 1), (1051, 1), (1052, 1), (1053, 1), (1054, 2), (1055, 2), (1056, 1), (1057, 1), (1058, 2), (1059, 1), (1060, 1), (1061, 1), (1062, 4), (1063, 1), (1064, 1), (1065, 1), (1066, 1), (1067, 1), (1068, 2), (1069, 1), (1070, 2), (1071, 1), (1072, 2), (1073, 2), (1074, 2), (1075, 1), (1076, 1), (1077, 1), (1078, 1), (1079, 1), (1080, 1), (1081, 1), (1082, 1), (1083, 1), (1084, 3), (1085, 1), (1086, 1), (1087, 1), (1088, 1), (1089, 1), (1090, 1), (1091, 1), (1092, 1), (1093, 1), (1094, 1), (1095, 1), (1096, 1), (1097, 1), (1098, 1), (1099, 1), (1100, 1), (1101, 1), (1102, 1), (1103, 1), (1104, 1), (1105, 2), (1106, 1), (1107, 1), (1108, 1), (1109, 1), (1110, 2), (1111, 1), (1112, 1), (1113, 1), (1114, 1), (1115, 1), (1116, 1), (1117, 1), (1118, 1), (1119, 1), (1120, 2), (1121, 1), (1122, 3), (1123, 10), (1124, 1), (1125, 1), (1126, 1), (1127, 2), (1128, 1), (1129, 1), (1130, 1), (1131, 1), (1132, 1), (1133, 3), (1134, 3), (1135, 1), (1136, 3), (1137, 1), (1138, 1), (1139, 1), (1140, 1), (1141, 1), (1142, 1), (1143, 1), (1144, 1), (1145, 1), (1146, 1), (1147, 1), (1148, 1), (1149, 1), (1150, 1), (1151, 2), (1152, 4), (1153, 1), (1154, 1), (1155, 2), (1156, 1), (1157, 1), (1158, 1), (1159, 1), (1160, 1), (1161, 1), (1162, 1), (1163, 1), (1164, 1), (1165, 1), (1166, 1), (1167, 1), (1168, 1), (1169, 1)]"
